City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Yeppoon,AU,-23.1333,150.7333,80.38,70,40,4.45,scattered clouds
349,Lovington,US,32.944,-103.3485,79.65,37,18,4.0,few clouds
350,Planaltina,BR,-15.4528,-47.6142,56.39,63,99,4.09,overcast clouds
351,Cedar Park,US,30.5052,-97.8203,79.9,58,0,10.36,clear sky
352,Plunge,LT,55.9114,21.8442,48.79,75,6,12.15,clear sky
353,Matara,LK,5.9485,80.5353,82.67,80,75,13.35,broken clouds
354,Iglesias,IT,39.3114,8.535,62.02,68,74,4.74,broken clouds
355,Agua Verde,MX,22.9,-106.05,76.75,68,62,3.04,broken clouds
356,Tuban,ID,-6.8976,112.0649,85.46,69,62,5.28,broken clouds
357,Rorvik,NO,64.8621,11.2373,47.19,88,100,24.27,overcast clouds
358,West Wendover,US,40.7391,-114.0733,72.61,27,40,4.61,scattered clouds
359,Nyurba,RU,63.2842,118.3319,53.96,37,86,8.46,overcast clouds
360,Nha Trang,VN,12.25,109.1833,87.8,60,79,11.56,broken clouds
361,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,42,0,12.66,clear sky
362,Mawlaik,MM,23.6333,94.4167,102.33,29,1,1.74,clear sky
363,San Policarpo,PH,12.1791,125.5072,86.22,68,86,13.78,light rain
364,Gravdal,NO,68.1214,13.5031,45.0,84,100,19.51,overcast clouds
365,Pangnirtung,CA,66.1451,-65.7125,14.79,81,75,8.79,broken clouds
366,Kavieng,PG,-2.5744,150.7967,83.03,67,99,5.84,overcast clouds
367,San Cristobal,VE,7.7669,-72.225,68.18,91,100,3.89,overcast clouds
368,Kilindoni,TZ,-7.9139,39.6668,79.95,70,13,20.89,few clouds
369,Ariyalur,IN,11.1333,79.0833,93.16,46,83,12.3,broken clouds
370,Fonte Boa,BR,-2.4959,-66.2662,73.4,95,100,1.81,overcast clouds
371,Gisborne,NZ,-38.6533,178.0042,52.72,81,14,6.22,few clouds
372,Tashtagol,RU,52.7657,87.8894,78.51,29,72,1.25,broken clouds
373,Tadine,NC,-21.55,167.8833,73.98,82,87,5.99,overcast clouds
374,Ekimchan,RU,53.0667,132.9667,52.65,75,100,6.46,overcast clouds
375,Port-Cartier,CA,50.0334,-66.8654,43.02,97,100,21.0,moderate rain
376,Atar,MR,20.5169,-13.0499,78.85,56,94,4.65,overcast clouds
377,Kuytun,RU,54.3419,101.5036,55.04,31,93,12.17,overcast clouds
378,Sitka,US,57.0531,-135.33,52.39,80,87,2.44,overcast clouds
379,Aloleng,PH,16.1307,119.7824,85.62,69,78,12.55,broken clouds
380,Mana,GF,5.6592,-53.7767,75.67,88,16,6.06,few clouds
381,Anadyr,RU,64.75,177.4833,52.3,58,0,11.18,clear sky
382,Severo-Kurilsk,RU,50.6789,156.125,45.37,88,99,3.22,overcast clouds
383,Puerto Gaitan,CO,4.3133,-72.0816,72.41,94,100,2.66,overcast clouds
384,Henties Bay,NA,-22.116,14.2845,55.51,92,10,7.87,clear sky
385,East London,ZA,-33.0153,27.9116,54.54,82,0,3.44,clear sky
386,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,94,75,10.29,light intensity shower rain
387,Vilyuysk,RU,63.7553,121.6247,53.69,32,84,9.28,broken clouds
388,Mosetse,BW,-20.75,26.65,58.55,66,0,8.3,clear sky
389,Saint-Augustin,CA,51.226,-58.6502,41.27,73,90,9.19,overcast clouds
390,Dzaoudzi,YT,-12.7887,45.2699,82.29,69,20,11.5,few clouds
391,Mitsamiouli,KM,-11.3847,43.2844,80.19,61,30,4.45,scattered clouds
392,Sakaiminato,JP,35.55,133.2333,82.38,24,75,18.41,broken clouds
393,Kahului,US,20.8947,-156.47,76.84,83,64,7.0,broken clouds
394,Mattru,SL,7.6244,-11.8332,73.71,97,100,1.34,overcast clouds
395,Gua Musang,MY,4.8823,101.9644,94.95,39,99,1.66,overcast clouds
396,Cabadiangan,PH,9.7531,122.4739,85.95,67,98,13.96,moderate rain
397,Lagoa,PT,39.05,-27.9833,60.71,82,100,19.01,overcast clouds
398,Mansehra,PK,34.3333,73.2,90.52,24,8,5.26,clear sky
399,Aksu,CN,41.1231,80.2644,88.02,13,5,3.71,clear sky
400,Cuxhaven,DE,53.8718,8.6909,52.0,71,40,20.71,scattered clouds
401,Dembi Dolo,ET,8.5333,34.8,61.77,85,99,3.4,overcast clouds
402,Acapulco,MX,16.8634,-99.8901,80.55,81,99,3.27,overcast clouds
403,Constitucion,CL,-35.3333,-72.4167,45.97,64,97,5.57,overcast clouds
404,Dongli,CN,23.5656,116.8194,80.58,100,40,4.47,light rain
405,Takoradi,GH,4.8845,-1.7554,78.01,84,87,1.23,light rain
406,Mount Isa,AU,-20.7333,139.5,78.57,24,0,11.5,clear sky
407,Betafo,MG,-19.8333,46.85,63.55,63,20,6.98,few clouds
408,Jutai,BR,-5.1833,-68.9,70.88,99,99,1.41,overcast clouds
409,Maragogi,BR,-9.0122,-35.2225,75.51,89,84,10.47,light rain
410,Petropavl,KZ,54.8753,69.1628,69.78,26,0,11.18,clear sky
411,Halifax,CA,44.6453,-63.5724,58.89,98,100,8.01,overcast clouds
412,Rawlins,US,41.7911,-107.2387,54.36,51,95,7.25,overcast clouds
413,Te Anau,NZ,-45.4167,167.7167,48.97,84,100,4.72,overcast clouds
414,Oros,BR,-6.2444,-38.9136,69.67,86,15,4.97,few clouds
415,Torbay,CA,47.6666,-52.7314,39.27,85,75,5.75,broken clouds
416,Sosnovo-Ozerskoye,RU,52.5249,111.5418,55.02,24,68,14.12,broken clouds
417,Tamworth,GB,52.634,-1.6959,51.03,83,69,3.0,broken clouds
418,Shelburne,CA,44.0787,-80.2041,54.23,98,100,8.14,overcast clouds
419,Thunder Bay,CA,48.4001,-89.3168,48.18,81,40,6.91,scattered clouds
420,Portland,US,45.5234,-122.6762,55.56,89,100,3.0,overcast clouds
421,Suez,EG,29.9737,32.5263,78.35,48,0,10.0,clear sky
422,Bam,IR,29.106,58.357,87.62,13,0,12.62,clear sky
423,Riyadh,SA,24.6877,46.7219,89.74,13,2,13.15,clear sky
424,Vila Velha,BR,-20.3297,-40.2925,67.95,95,75,0.0,broken clouds
425,Kralendijk,BQ,12.15,-68.2667,80.15,84,100,22.68,overcast clouds
426,Parrita,CR,9.5201,-84.3225,77.4,89,100,2.59,overcast clouds
427,Darhan,MN,49.4867,105.9228,52.47,50,100,22.62,overcast clouds
428,Kualakapuas,ID,-3.0091,114.3876,93.52,46,55,1.36,broken clouds
429,Apricena,IT,41.7839,15.4437,75.78,47,96,6.08,light rain
430,Spasskoye,RU,44.6108,132.7969,69.64,47,27,5.59,scattered clouds
431,Balikpapan,ID,-1.2675,116.8289,86.99,70,20,3.44,few clouds
432,Doembang Nangbuat,TH,14.8333,100.1,88.9,56,71,7.11,moderate rain
433,Waddan,LY,29.1614,16.139,74.91,47,1,9.62,clear sky
434,Kloulklubed,PW,7.0419,134.2556,84.0,74,91,10.0,overcast clouds
435,Salinopolis,BR,-0.6136,-47.3561,77.11,86,86,6.85,overcast clouds
436,Bure,ET,10.7,37.0667,73.06,37,41,3.85,scattered clouds
437,Kokoda,PG,-8.8785,147.7407,78.3,92,95,2.71,overcast clouds
438,Castiglion Fiorentino,IT,43.3428,11.918,76.23,62,96,2.91,overcast clouds
439,Santa Cruz,BO,-17.8,-63.1667,72.86,88,40,2.3,scattered clouds
440,Sao Francisco,BR,-15.9486,-44.8644,58.89,71,96,1.86,light rain
441,Bela,IN,25.9333,81.9833,104.61,21,28,9.31,scattered clouds
442,Ostrovnoy,RU,68.0531,39.5131,49.87,71,67,16.44,broken clouds
443,Kununurra,AU,-15.7667,128.7333,91.38,17,99,9.22,overcast clouds
444,Sitniki,RU,56.4553,44.0666,53.58,81,96,12.1,overcast clouds
445,Ojinaga,MX,29.5667,-104.4167,88.75,25,0,9.22,clear sky
446,Shasta Lake,US,40.6804,-122.3708,68.83,57,98,3.67,overcast clouds
447,Evensk,RU,61.95,159.2333,40.41,94,100,1.57,light rain
448,La Asuncion,VE,11.0333,-63.8628,77.7,84,100,12.1,overcast clouds
449,Storsteinnes,NO,69.2408,19.2344,43.45,97,99,4.94,light rain
450,Svetlogorsk,BY,52.6333,29.7333,51.44,76,16,12.46,few clouds
451,Alor Setar,MY,6.121,100.3601,89.58,74,40,13.0,scattered clouds
452,Maniitsoq,GL,65.4167,-52.9,28.67,76,44,14.16,scattered clouds
453,Losinyy,RU,57.1386,61.0666,65.95,65,51,8.34,broken clouds
454,Ulsteinvik,NO,62.3432,5.8487,49.75,88,100,5.99,overcast clouds
455,Melilla,ES,35.2937,-2.9383,66.58,77,0,1.14,clear sky
456,Mbandaka,CD,0.0487,18.2603,71.38,92,59,3.0,broken clouds
457,Oranjemund,NA,-28.55,16.4333,53.44,90,0,3.0,clear sky
458,Madera,US,37.1666,-119.8343,70.23,58,96,4.27,overcast clouds
459,Ambon,ID,-3.6954,128.1814,86.14,70,40,4.61,scattered clouds
460,Galle,LK,6.0367,80.217,82.2,80,82,14.07,broken clouds
461,Kwinana,AU,-32.25,115.7667,72.16,67,1,19.26,clear sky
462,Puerto Madryn,AR,-42.7692,-65.0385,40.33,55,0,10.74,clear sky
463,Muscatine,US,41.4667,-91.1335,58.89,82,0,0.0,clear sky
464,Antalaha,MG,-14.9003,50.2788,78.37,64,37,7.78,scattered clouds
465,Santiago,CL,-33.4569,-70.6483,57.16,68,75,1.14,mist
466,Houma,US,29.5958,-90.7195,69.8,89,0,0.0,clear sky
467,Petatlan,MX,17.5167,-101.2667,79.65,84,94,2.64,overcast clouds
468,Vanavara,RU,60.34,102.2797,55.92,30,48,5.79,scattered clouds
469,Port Keats,AU,-14.25,129.55,88.09,31,3,7.9,clear sky
470,Cabo San Lucas,MX,22.8909,-109.9124,79.61,71,2,11.25,clear sky
471,Emerald,AU,-23.5333,148.1667,76.33,40,13,7.23,few clouds
472,Maningrida,AU,-12.0667,134.2667,86.32,54,6,10.89,clear sky
473,Tavda,RU,58.0425,65.2726,64.54,51,5,9.4,clear sky
474,Crossville,US,35.949,-85.0269,57.83,98,100,1.99,overcast clouds
475,Balykshi,KZ,47.0667,51.8667,69.8,68,0,13.42,clear sky
476,Simav,TR,39.0882,28.9777,71.49,47,50,1.86,scattered clouds
477,Qax,AZ,41.4225,46.9242,65.39,63,0,4.88,clear sky
478,Cidreira,BR,-30.1811,-50.2056,63.84,94,100,5.37,overcast clouds
479,Likhoslavl,RU,57.1275,35.464,51.48,75,19,4.61,few clouds
480,Fayaoue,NC,-20.65,166.5333,75.61,80,74,6.49,broken clouds
481,Inyonga,TZ,-6.7167,32.0667,69.94,57,68,7.05,broken clouds
482,Manokwari,ID,-0.8667,134.0833,83.46,69,85,3.29,overcast clouds
483,Vezirkopru,TR,41.1436,35.4547,64.89,61,0,1.14,clear sky
484,Madison,US,34.7334,-86.5667,61.34,89,100,5.01,overcast clouds
485,Stutterheim,ZA,-32.5708,27.424,53.17,47,46,6.96,scattered clouds
486,Nagua,DO,19.3832,-69.8474,73.89,90,94,3.85,overcast clouds
487,Qurayyat,SA,31.3318,37.3428,78.98,19,0,11.5,clear sky
488,Hambantota,LK,6.1241,81.1185,88.14,74,40,14.97,scattered clouds
489,Anchorage,US,61.2181,-149.9003,67.28,53,25,2.28,scattered clouds
490,Qasigiannguit,GL,68.8193,-51.1922,22.87,97,96,1.63,overcast clouds
491,Nedjo,ET,9.5046,35.5019,67.68,71,76,1.28,light rain
492,French Harbor,HN,16.35,-86.4333,82.4,92,20,20.71,few clouds
493,Cam Ranh,VN,11.9214,109.1591,87.76,62,20,10.36,few clouds
494,Waipawa,NZ,-41.4122,175.5153,46.15,85,0,6.29,clear sky
495,Severomuysk,RU,56.1481,113.4267,31.55,81,100,9.6,snow
496,Tessalit,ML,20.1986,1.0114,88.52,13,60,5.82,broken clouds
497,Fujin,CN,47.26,132.0322,74.39,39,39,6.96,scattered clouds
498,Chimbote,PE,-9.0853,-78.5783,62.51,85,82,7.58,broken clouds
499,Coffs Harbour,AU,-30.3,153.1333,69.76,73,75,5.75,light rain
500,Natal,BR,-5.795,-35.2094,75.42,100,75,5.75,moderate rain
501,Fuerte Olimpo,PY,-21.0415,-57.8738,71.13,53,59,5.23,broken clouds
502,Lubbock,US,33.6001,-101.8338,81.14,34,6,8.99,clear sky
503,Troitsko-Pechorsk,RU,62.7084,56.1964,47.16,90,99,4.18,light rain
504,Catamarca,AR,-28.4696,-65.7852,57.58,75,8,5.46,clear sky
505,Lahij,YE,13.1667,44.5833,86.43,51,12,4.74,few clouds
506,Pacific Grove,US,36.6177,-121.9166,56.8,88,99,5.01,overcast clouds
507,Belmonte,BR,-15.8631,-38.8828,72.46,88,83,7.65,broken clouds
508,Wucheng,CN,29.6008,118.175,68.9,97,100,2.01,overcast clouds
509,Fenoarivo Atsinanana,MG,-17.3667,49.4167,72.91,86,76,11.56,light rain
510,Biscarrosse,FR,44.3945,-1.1672,55.35,100,0,5.75,clear sky
511,Beringovskiy,RU,63.05,179.3167,44.15,75,65,17.02,broken clouds
512,Kangaba,ML,11.9333,-8.4167,76.82,67,63,3.31,broken clouds
513,Kaliyaganj,IN,25.6333,88.3167,93.9,45,2,8.63,clear sky
514,Whitianga,NZ,-36.8333,175.7,55.42,81,14,8.08,few clouds
515,Ankazobe,MG,-18.3167,47.1167,64.29,66,39,9.71,scattered clouds
516,Lyantonde,UG,-0.4031,31.1572,66.69,86,100,3.29,light rain
517,Naze,JP,28.3667,129.4833,64.35,82,100,11.68,light rain
518,Karratha,AU,-20.7377,116.8463,79.79,69,97,7.96,heavy intensity rain
519,Aleksandrov Gay,RU,50.147,48.5704,67.71,48,37,15.48,scattered clouds
520,Makakilo City,US,21.3469,-158.0858,73.69,82,31,13.29,scattered clouds
521,Jiangyou,CN,31.7667,104.7167,80.56,53,13,7.78,few clouds
522,Port Macquarie,AU,-31.4333,152.9167,66.04,75,70,3.6,broken clouds
523,Atambua,ID,-9.1061,124.8925,82.62,58,14,1.54,few clouds
524,Savonlinna,FI,61.8699,28.88,51.85,82,20,4.61,few clouds
525,Hualmay,PE,-11.0964,-77.6139,61.88,86,56,6.02,broken clouds
526,Skoghall,SE,59.3232,13.4655,48.76,76,20,9.22,few clouds
527,Alice,US,27.7523,-98.0697,76.73,95,0,7.47,clear sky
528,Homer,US,59.6425,-151.5483,63.03,49,8,8.01,clear sky
529,Lerwick,GB,60.1545,-1.1494,48.2,79,93,19.04,overcast clouds
530,Popondetta,PG,-8.7537,148.2534,82.87,72,86,3.15,overcast clouds
531,Porto Belo,BR,-27.1578,-48.5531,67.24,90,100,4.94,light rain
532,Mazamari,PE,-11.3258,-74.5308,68.85,94,94,2.24,overcast clouds
533,Huilong,CN,31.8111,121.655,68.45,82,100,12.84,overcast clouds
534,Sungairaya,ID,0.7,108.9,88.97,59,99,8.59,overcast clouds
535,Trincomalee,LK,8.5711,81.2335,90.03,56,83,17.63,broken clouds
536,Fairlie,GB,55.756,-4.8556,49.41,86,96,3.0,overcast clouds
537,Caravelas,BR,-17.7125,-39.2481,70.57,90,87,5.5,overcast clouds
538,Bambanglipuro,ID,-7.95,110.2833,86.41,64,32,5.48,scattered clouds
539,Biak,ID,-0.9131,122.8766,78.35,83,100,1.25,overcast clouds
540,Paso De Los Toros,UY,-32.8167,-56.5167,45.81,94,23,7.02,few clouds
541,Masuguru,TZ,-11.3667,38.4167,73.47,67,20,7.7,few clouds
542,Monrovia,LR,6.3005,-10.7969,76.03,90,88,5.68,light rain
543,Harer,ET,9.3094,42.1258,69.26,54,62,5.57,broken clouds
544,Belgrade,RS,44.804,20.4651,62.42,85,20,4.61,few clouds
545,Taltal,CL,-25.4,-70.4833,57.07,85,35,1.41,scattered clouds
546,Akureyri,IS,65.6835,-18.0878,43.88,71,4,5.17,clear sky
547,Careiro Da Varzea,BR,-3.2003,-59.8119,76.84,86,100,3.27,overcast clouds
548,Puerto Colombia,CO,10.9878,-74.9547,81.59,84,97,9.75,overcast clouds
549,Darab,IR,28.7519,54.5444,90.52,6,0,2.77,clear sky
550,Agropoli,IT,40.3469,14.9966,80.1,57,34,4.88,scattered clouds
551,Alofi,NU,-19.0595,-169.9187,76.89,94,90,5.75,overcast clouds
552,Abdanan,IR,32.9926,47.4198,83.59,10,0,3.38,clear sky
553,Hat Yai,TH,7.0084,100.4767,80.78,78,75,26.46,broken clouds
554,Moses Lake,US,47.1301,-119.2781,55.76,50,0,8.05,clear sky
555,Ampanihy,MG,-24.7,44.75,69.03,52,0,9.04,clear sky
556,Itaobim,BR,-16.5667,-41.8333,57.72,95,76,0.6,broken clouds
557,Agadir,MA,30.4202,-9.5982,64.85,78,9,4.14,clear sky
558,Mareeba,AU,-17.0,145.4333,81.66,62,48,3.04,scattered clouds
559,Zhigalovo,RU,54.8097,105.1578,54.99,30,74,11.72,broken clouds
560,Winnemucca,US,40.973,-117.7357,64.45,32,100,24.16,overcast clouds
561,Aniva,RU,46.7144,142.5294,53.71,96,100,13.51,overcast clouds
562,Aksay,RU,47.26,39.87,68.25,60,99,11.01,overcast clouds
563,Dunedin,NZ,-45.8742,170.5036,49.8,74,48,1.92,scattered clouds
564,Queanbeyan,AU,-35.35,149.2333,59.29,64,55,11.5,broken clouds
565,Alice Springs,AU,-23.7,133.8833,80.15,26,42,5.75,scattered clouds
566,Batagay-Alyta,RU,67.8006,130.4114,37.35,77,18,3.85,few clouds
567,Prince Rupert,CA,54.3161,-130.3201,51.49,89,75,6.91,broken clouds
568,Gigmoto,PH,13.7796,124.39,86.99,67,82,11.86,broken clouds
569,Dalvik,IS,65.9702,-18.5286,44.82,69,3,3.15,clear sky
570,Bandarbeyla,SO,9.4942,50.8122,87.96,56,78,20.24,broken clouds
571,Sooke,CA,48.3746,-123.7276,53.17,74,54,8.86,broken clouds
572,Vargem Grande,BR,-3.5431,-43.9158,70.36,94,11,1.79,few clouds
573,Sulangan,PH,11.1373,123.7228,84.06,67,92,5.68,moderate rain
574,Nouadhibou,MR,20.931,-17.0347,64.38,94,40,8.05,scattered clouds
575,Changde,CN,29.0464,111.6783,72.23,86,99,3.51,overcast clouds
576,Porto Santo,PT,33.072,-16.3415,64.78,72,40,5.75,scattered clouds
577,Xochistlahuaca,MX,16.7833,-98.25,76.78,91,100,1.88,overcast clouds
578,Goderich,CA,43.7501,-81.7165,48.9,99,100,6.76,overcast clouds
579,Ruston,US,32.5232,-92.6379,58.82,88,0,0.0,clear sky
580,Kenora,CA,49.8167,-94.4337,56.53,67,100,5.03,overcast clouds
581,Aswan,EG,24.0934,32.907,89.55,18,0,11.32,clear sky
582,Isangel,VU,-19.55,169.2667,78.42,76,80,2.89,broken clouds
583,Piacabucu,BR,-10.4056,-36.4344,76.08,74,43,9.28,scattered clouds
584,Ca Mau,VN,9.1769,105.15,86.85,67,100,11.88,overcast clouds
585,Morant Bay,JM,17.8815,-76.4093,77.7,87,89,10.42,overcast clouds
586,Dubrovnik,HR,42.6481,18.0922,69.44,73,0,6.91,clear sky
587,Ikungi,TZ,-5.1333,34.7667,65.97,72,44,12.03,scattered clouds
588,Teguldet,RU,57.3064,88.1667,68.22,25,65,7.7,broken clouds
589,Bundaberg,AU,-24.85,152.35,77.22,56,35,3.0,scattered clouds
590,Fort Nelson,CA,58.8053,-122.7002,47.43,77,97,3.42,light rain
591,Huron,US,41.1501,-82.5499,61.02,93,100,5.53,overcast clouds
592,Cervo,ES,43.6702,-7.4101,59.97,89,84,17.43,broken clouds
593,Mount Pleasant,US,32.7941,-79.8626,75.18,94,20,6.91,few clouds
594,Tongliao,CN,43.6125,122.2653,81.37,24,86,6.11,overcast clouds
595,Esso,RU,55.9333,158.7,41.29,86,91,4.0,overcast clouds
596,Kambove,CD,-10.8764,26.5969,58.73,67,0,7.36,clear sky
597,Saint-Joseph,RE,-21.3667,55.6167,75.58,78,44,12.66,light rain
598,Kainantu,PG,-6.2887,145.8655,67.96,88,90,1.7,overcast clouds
599,San Juan,AR,-31.5375,-68.5364,46.96,69,0,6.29,clear sky
600,Kvitok,RU,56.0724,98.4813,60.73,26,69,4.81,broken clouds
601,Abrau-Dyurso,RU,44.69,37.59,65.66,57,3,6.42,clear sky
602,Dauphin,CA,51.1494,-100.0502,51.94,99,100,10.36,moderate rain
603,Yulara,AU,-25.2406,130.9889,76.69,30,56,8.61,broken clouds
604,Dandong,CN,40.1292,124.3947,74.39,52,84,12.91,broken clouds
605,Dumingag,PH,8.1692,123.3506,75.6,96,100,4.09,overcast clouds
606,Maumere,ID,-8.6199,122.2111,84.38,66,10,5.97,clear sky
607,Namasigue,HN,13.2047,-87.1389,77.7,85,98,0.92,light rain
608,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,49.87,97,100,13.04,moderate rain
609,Tutoia,BR,-2.7619,-42.2744,73.47,89,15,3.2,few clouds
610,Mabai,CN,23.0128,104.4508,76.95,68,85,6.17,light rain
611,Peruibe,BR,-24.32,-46.9983,66.43,67,68,4.99,broken clouds
612,San Jeronimo,PE,-11.9472,-75.2829,44.62,83,69,2.66,broken clouds
613,Salalah,OM,17.0151,54.0924,87.13,65,7,10.31,clear sky
614,Hearst,CA,49.6835,-83.6665,46.69,90,34,4.47,scattered clouds
615,Paysandu,UY,-32.3214,-58.0756,50.61,96,50,5.73,scattered clouds
616,Cap Malheureux,MU,-19.9842,57.6142,80.47,62,0,7.0,clear sky
617,Hervey Bay,AU,-25.2986,152.8535,75.02,63,34,4.0,scattered clouds
618,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.55,68,86,2.44,overcast clouds
619,Moree,AU,-29.4667,149.85,66.43,59,5,13.02,clear sky
620,Nadym,RU,65.5333,72.5167,70.38,24,18,18.28,few clouds
621,Srednekolymsk,RU,67.45,153.6833,51.04,34,27,2.37,scattered clouds
622,Ushtobe,KZ,45.2514,77.9838,79.43,33,4,22.59,clear sky
623,Erzincan,TR,39.75,39.5,63.7,59,0,2.3,clear sky
624,Madimba,TZ,-10.4,40.3333,75.02,67,9,12.88,clear sky
625,Anisoc,GQ,1.8658,10.7689,69.31,99,97,0.81,overcast clouds
626,Lata,PT,40.1629,-8.3327,59.07,48,1,4.5,clear sky
627,Progreso,MX,21.2833,-89.6667,77.11,87,97,8.84,overcast clouds
628,Lorengau,PG,-2.0226,147.2712,83.84,58,100,4.09,overcast clouds
629,Sambava,MG,-14.2667,50.1667,76.82,66,70,9.35,broken clouds
630,Banjar,ID,-8.19,114.9675,84.96,72,81,3.56,broken clouds
631,Saint Paul,US,44.9444,-93.0933,67.59,68,0,10.36,clear sky
632,Livingston,GB,55.9029,-3.5226,49.48,81,0,5.75,clear sky
633,San Rafael,AR,-34.6177,-68.3301,39.79,60,96,1.59,overcast clouds
634,Qandala,SO,11.472,49.8728,87.69,52,37,3.67,scattered clouds
635,Flinders,AU,-34.5833,150.8552,63.25,64,94,7.0,light rain
636,Ashland,US,40.8167,-82.2665,59.99,97,100,4.5,overcast clouds
637,Gidam,IN,18.9833,81.4,103.8,17,0,6.82,clear sky
638,Coro,VE,11.4045,-69.6734,77.85,85,100,14.14,overcast clouds
639,Kamenka,RU,51.3223,42.7678,61.9,75,63,19.89,broken clouds
640,Olavarria,AR,-36.8927,-60.3225,43.02,82,88,1.92,overcast clouds
641,Rawalpindi,PK,33.6007,73.0679,99.81,19,3,6.67,clear sky
642,Mayo,US,38.8876,-76.5119,66.97,95,40,1.01,scattered clouds
643,Bud,US,39.447,-86.1758,55.45,89,39,6.58,scattered clouds
644,Rosetown,CA,51.5501,-108.0014,50.67,80,89,10.42,overcast clouds
645,Taperoa,BR,-7.2075,-36.8267,69.98,86,90,13.22,overcast clouds
646,Mananjary,MG,-21.2167,48.3333,70.14,84,61,8.23,light rain
647,Inta,RU,66.0317,60.1659,68.54,37,27,19.51,scattered clouds
648,Port Augusta,AU,-32.5,137.7667,65.41,44,0,4.74,clear sky
649,Pella,RU,59.7775,30.8181,54.03,90,100,2.93,overcast clouds
650,Luze,CZ,49.8934,16.0285,52.97,80,28,13.87,scattered clouds
651,Lima,PE,-12.0432,-77.0282,59.9,84,75,14.97,broken clouds
652,Juba,SS,4.8517,31.5825,74.05,78,99,4.92,overcast clouds
653,Svirstroy,RU,60.7999,33.7248,50.02,86,100,1.81,overcast clouds
654,Scarborough,GB,54.2797,-0.4044,51.17,80,78,12.19,broken clouds
655,Banda Aceh,ID,5.5577,95.3222,85.96,67,98,18.5,light rain
656,Koumac,NC,-20.5667,164.2833,77.52,74,30,6.71,scattered clouds
657,Sungaipenuh,ID,-2.0833,101.3833,66.4,98,95,3.6,light rain
658,Prince George,CA,53.9166,-122.753,45.63,96,75,4.61,mist
659,The Valley,AI,18.217,-63.0578,80.46,78,98,18.23,overcast clouds
660,Linxia,CN,35.6003,103.2064,75.29,28,100,2.84,overcast clouds
661,Ukiah,US,39.1502,-123.2078,60.69,78,100,6.91,overcast clouds
662,Koroni,GR,36.8,21.95,67.71,48,14,0.72,few clouds
663,North Bend,US,43.4065,-124.2243,54.86,100,93,4.34,overcast clouds
664,Tomatlan,MX,19.9333,-105.25,72.52,95,10,2.24,clear sky
665,Sicuani,PE,-14.2694,-71.2261,38.64,74,4,0.6,clear sky
666,Nicoya,CR,10.1483,-85.452,76.42,90,99,0.81,overcast clouds
667,Khasan,RU,42.4308,130.6434,61.39,73,60,8.5,light rain
668,Luanda,AO,-8.8368,13.2343,69.1,89,41,6.58,scattered clouds
669,Sarti,GR,40.1,23.9833,73.53,69,93,3.24,overcast clouds
670,Lac Du Bonnet,CA,50.2536,-96.0612,53.94,71,100,2.06,overcast clouds
671,Tyumentsevo,RU,53.3224,81.498,79.36,37,72,6.2,broken clouds
672,Weinan,CN,34.5036,109.5089,95.7,16,56,6.76,broken clouds
673,Aksarayskiy,RU,46.7924,48.0119,74.86,40,1,8.28,clear sky
674,Nemuro,JP,43.3236,145.575,47.93,96,100,33.24,overcast clouds
675,Severodvinsk,RU,64.5635,39.8302,53.71,67,27,11.41,scattered clouds
676,Bassano,CA,50.7834,-112.4685,54.64,55,93,15.43,overcast clouds
677,Chinhoyi,ZW,-17.3667,30.2,60.12,63,0,5.06,clear sky
678,Black River,JM,18.0264,-77.8487,75.29,80,79,3.74,broken clouds
679,Inirida,CO,3.8653,-67.9239,71.44,99,97,1.07,overcast clouds
680,Ahipara,NZ,-35.1667,173.1667,58.8,72,47,11.56,scattered clouds
681,Teguise,ES,29.0605,-13.564,62.82,72,20,1.14,few clouds
682,Sangar,RU,63.9242,127.4739,55.65,41,100,2.73,overcast clouds
683,Broken Hill,AU,-31.95,141.4333,60.8,47,3,10.13,clear sky
684,Kuching,MY,1.55,110.3333,91.62,66,20,5.01,few clouds
685,Conroe,US,30.3119,-95.456,76.75,69,0,5.68,clear sky
686,Burgas,BG,42.5061,27.4678,62.71,100,75,5.75,mist
687,Kodinsk,RU,58.6881,99.1844,59.22,26,12,5.08,few clouds
